stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
974,974,"North Ave & Kilpatrick","North Ave & Kilpatrick, Westbound, Northeast Corner",41.90976801,-87.74330273,0,,1
975,975,"North Ave & Cicero","North Ave & Cicero, Westbound, Northeast Corner",41.90974281,-87.74586122,0,,1
976,976,"North Ave & Lamon","North Ave & Lamon, Westbound, Northeast Corner",41.90969035,-87.74909571,0,,1
977,977,"North Ave & Lavergne","North Ave & Lavergne, Westbound, Northside of the Street",41.90963318,-87.75103776,0,,1
978,978,"North Ave & Leclaire","North Ave & Leclaire, Westbound, Northeast Corner",41.90964664,-87.75252072,0,,1
979,979,"North Ave & Laramie","North Ave & Laramie, Westbound, Northeast Corner",41.90960786,-87.75553081,0,,1
980,980,"North Ave & Lockwood","North Ave & Lockwood, Westbound, Northwest Corner",41.9095475,-87.75838061,0,,1
981,981,"North Ave & Long","North Ave & Long, Westbound, Northeast Corner",41.90950919,-87.76039976,0,,1
984,984,"North Ave & Major","North Ave & Major, Westbound, Northeast Corner",41.90945565,-87.76781369,0,,1
985,985,"North Ave & Menard","North Ave & Menard, Westbound, Northeast Corner",41.90942605,-87.77010369,0,,1
986,986,"North Ave & Mayfield","North Ave & Mayfield, Westbound, Northside of the Street",41.90939658,-87.77317075,0,,1
987,987,"North Ave & Austin","North Ave & Austin, Westbound, Northeast Corner",41.90936486,-87.77509251,0,,1
988,988,"North Ave & Meade","North Ave & Meade, Westbound, Northeast Corner",41.90929576,-87.77747005,0,,1
989,989,"North Ave & Melvina","North Ave & Melvina, Westbound, Northeast Corner",41.90931092,-87.7800039,0,,1
990,990,"North Ave & Merrimac","North Ave & Merrimac, Westbound, Northeast Corner",41.90927935,-87.7815632,0,,1
992,992,"North Ave & Narragansett","North Ave & Narragansett, Westbound, Northeast Corner",41.90927192,-87.78440046,0,,1
993,993,"North Ave & Nagle","North Ave & Nagle, Westbound, Northeast Corner",41.90922199,-87.78655413,0,,1
996,996,"North Ave & Natoma","North Ave & Natoma, Westbound, Northside of the Street",41.9091393,-87.79097193,0,,1
997,997,"North Ave & Oak Park","North Ave & Oak Park, Westbound, Northeast Corner",41.90910081,-87.79449775,0,,1
998,998,"North Ave & New England","North Ave & New England, Westbound, Northeast Corner",41.90911634,-87.79710938,0,,1
999,999,"North Ave & Sayre","North Ave & Sayre, Westbound, Northeast Corner",41.9090582,-87.80012694,0,,1
1000,1000,"North Ave & Nordica","North Ave & Nordica, Westbound, Northeast Corner",41.90903838,-87.80199543,0,,1
1001,1001,"North Ave & Neva","North Ave & Neva, Westbound, Northeast Corner",41.90900206,-87.80372402,0,,1
1002,1002,"Harlem & North Ave","Harlem & North Ave, Northbound, Northeast Corner",41.90913797,-87.8056239,0,,1
1004,1004,"Harlem & Wabansia","Harlem & Wabansia, Northbound, Southeast Corner",41.91056188,-87.80570701,0,,1
1005,1005,"Wabansia & Neva","Wabansia & Neva, Eastbound, Southwest Corner",41.910681,-87.804105,0,,1
1011,1011,"Howard & Sheridan","Howard & Sheridan, Eastbound, Southwest Corner",42.01919502,-87.66617692,0,,1
1012,1012,"Sheridan & Birchwood","Sheridan & Birchwood, Southbound, Southwest Corner",42.018021,-87.665802,0,,1
1014,1014,"Sheridan & Jarvis","Sheridan & Jarvis, Southbound, Southwest Corner",42.01580068,-87.66511368,0,,1
1015,1015,"Sheridan & Sherwin","Sheridan & Sherwin, Southbound, Southwest Corner",42.01482404,-87.66469399,0,,1
1016,1016,"Sheridan & Chase","Sheridan & Chase, Southbound, Southwest Corner",42.013757,-87.664145,0,,1
1017,1017,"Sheridan & Touhy","Sheridan & Touhy, Southbound, Southwest Corner",42.012649,-87.663526,0,,1
1018,1018,"Sheridan & Estes","Sheridan & Estes, Southbound, Southwest Corner",42.011414,-87.662952,0,,1
1019,1019,"Sheridan & Greenleaf","Sheridan & Greenleaf, Southbound, Southwest Corner",42.010216,-87.662563,0,,1
1020,1020,"Sheridan & Lunt","Sheridan & Lunt, Southbound, Southwest Corner",42.009002,-87.662146,0,,1
1021,1021,"Sheridan & Morse","Sheridan & Morse, Southbound, Southwest Corner",42.007777,-87.661749,0,,1
1022,1022,"Sheridan & Farwell","Sheridan & Farwell, Southbound, Southwest Corner",42.006566,-87.661369,0,,1
1023,1023,"Sheridan & Pratt","Sheridan & Pratt, Southbound, Southwest Corner",42.005364,-87.660998,0,,1
1025,1025,"Sheridan & North Shore","Sheridan & North Shore, Southbound, Southwest Corner",42.00334158,-87.66091939,0,,1
1027,1027,"Sheridan & Loyola (Red Line)","Sheridan & Loyola (Red Line), Southbound, Westside of the Street",42.001423,-87.66086,0,,1
1028,1028,"Sheridan & Arthur","Sheridan & Arthur, Southbound, Southwest Corner",42.000247,-87.660808,0,,1
1029,1029,"Sheridan & Broadway/Devon","Sheridan & Broadway/Devon, Eastbound, Southeast Corner",41.99813048,-87.6602255,0,,1
1030,1030,"Sheridan & Winthrop","Sheridan & Winthrop, Eastbound, Southeast Corner",41.99812068,-87.65844625,0,,1
1031,1031,"Sheridan & Kenmore","Sheridan & Kenmore, Eastbound, Southside of the Street",41.99816799,-87.65688031,0,,1
1032,1032,"Sheridan & Rosemont","Sheridan & Rosemont, Southbound, Southwest Corner",41.996236,-87.655654,0,,1
1033,1033,"Sheridan & Granville","Sheridan & Granville, Southbound, Southwest Corner",41.994419,-87.655598,0,,1
1034,1034,"Sheridan & Glenlake","Sheridan & Glenlake, Southbound, Southwest Corner",41.992167,-87.655528,0,,1
1035,1035,"Sheridan & Thorndale","Sheridan & Thorndale, Southbound, Southwest Corner",41.989916,-87.655459,0,,1
1036,1036,"Sheridan & Ardmore","Sheridan & Ardmore, Southbound, Northwest Corner",41.9874587,-87.65537893,0,,1
1037,1037,"Sheridan & Hollywood","Sheridan & Hollywood, Southbound, Southwest Corner",41.985339,-87.655319,0,,1
1038,1038,"Sheridan & Bryn Mawr","Sheridan & Bryn Mawr, Southbound, Southwest Corner",41.983481,-87.655246,0,,1
1039,1039,"Sheridan & Catalpa","Sheridan & Catalpa, Southbound, Southwest Corner",41.981684,-87.655222,0,,1
1040,1040,"Sheridan & Balmoral","Sheridan & Balmoral, Southbound, Southwest Corner",41.97978245,-87.65515521,0,,1
1041,1041,"Sheridan & Berwyn","Sheridan & Berwyn, Southbound, Southwest Corner",41.97801194,-87.65512909,0,,1
1042,1042,"Sheridan & Foster","Sheridan & Foster, Southbound, Southwest Corner",41.976213,-87.655069,0,,1
1043,1043,"Sheridan & Winona","Sheridan & Winona, Southbound, Southwest Corner",41.975095,-87.655048,0,,1
1044,1044,"Sheridan & Argyle","Sheridan & Argyle, Southbound, Southwest Corner",41.97312,-87.655001,0,,1
1045,1045,"Sheridan & Ainslie","Sheridan & Ainslie, Southbound, Southwest Corner",41.97143934,-87.65495569,0,,1
1047,1047,"Sheridan & Lawrence","Sheridan & Lawrence, Southbound, Southwest Corner",41.96892765,-87.6548939,0,,1
1048,1048,"Sheridan & Leland","Sheridan & Leland, Southbound, Southwest Corner",41.967087,-87.654882,0,,1
1049,1049,"Sheridan & Wilson","Sheridan & Wilson, Southbound, Southwest Corner",41.965246,-87.654858,0,,1
1050,1050,"Sheridan & Sunnyside","Sheridan & Sunnyside, Southbound, Southwest Corner",41.963421,-87.654838,0,,1
1051,1051,"Sheridan & Montrose","Sheridan & Montrose, Southbound, Northwest Corner",41.961858,-87.654802,0,,1
1052,1052,"Sheridan & Broadway/Montrose","Sheridan & Broadway/Montrose, Southbound, Southwest Corner",41.96082781,-87.65479357,0,,1
1053,1053,"4242 N Sheridan","4242 N Sheridan, Southbound, Westside of the Street",41.959341,-87.654718,0,,1
1054,1054,"Sheridan & Buena","Sheridan & Buena, Southbound, Southwest Corner",41.958202,-87.65472373,0,,1
1055,1055,"Sheridan & Cuyler","Sheridan & Cuyler, Southbound, Westside of the Street",41.95562701,-87.65468852,0,,1
1056,1056,"Sheridan & Irving Park","Sheridan & Irving Park, Southbound, Southwest Corner",41.95429812,-87.65461109,0,,1
1057,1057,"Sheridan & Sheffield","Sheridan & Sheffield, Eastbound, Southeast Corner",41.95262497,-87.65416813,0,,1
1058,1058,"Sheridan & Fremont","Sheridan & Fremont, Eastbound, Southeast Corner",41.95266247,-87.65173839,0,,1
1060,1060,"Sheridan & Pine Grove","Sheridan & Pine Grove, Eastbound, Southeast Corner",41.95280766,-87.64765892,0,,1
1061,1061,"Lake Shore & Grace","Lake Shore & Grace, Southbound, Southwest Corner",41.95205777,-87.64511379,0,,1
1062,1062,"Lake Shore & Waveland","Lake Shore & Waveland, Southbound, Southwest Corner",41.95027763,-87.64454443,0,,1
1063,1063,"Lake Shore & Addison","Lake Shore & Addison, Southbound, Southwest Corner",41.94859077,-87.64343475,0,,1
1064,1064,"Lake Shore & Brompton","Lake Shore & Brompton, Southbound, Southwest Corner",41.9475591,-87.6429442,0,,1
1065,1065,"Lake Shore & Cornelia","Lake Shore & Cornelia, Southbound, Southwest Corner",41.94661853,-87.64237816,0,,1
1066,1066,"Lake Shore & Stratford","Lake Shore & Stratford, Southbound, Southwest Corner",41.94597417,-87.64201491,0,,1
1067,1067,"Lake Shore & Hawthorne","Lake Shore & Hawthorne, Southbound, Southwest Corner",41.9446547,-87.64129192,0,,1
1068,1068,"Lake Shore & Roscoe","Lake Shore & Roscoe, Southbound, Southwest Corner",41.94321611,-87.64057871,0,,1
1069,1069,"Lake Shore & Aldine","Lake Shore & Aldine, Southbound, Southwest Corner",41.94211286,-87.63994886,0,,1
1070,1070,"Lake Shore & Melrose","Lake Shore & Melrose, Southbound, Northwest Corner",41.94128406,-87.63966994,0,,1
1072,1072,"Sheridan & Briar","Sheridan & Briar, Southbound, Southwest Corner",41.93857023,-87.63956872,0,,1
1073,1073,"Sheridan & Barry","Sheridan & Barry, Southbound, Southwest Corner",41.93756538,-87.63953499,0,,1
1074,1074,"Sheridan & Wellington","Sheridan & Wellington, Southbound, Southwest Corner",41.9364246,-87.63950084,0,,1
1075,1075,"Sheridan & Oakdale","Sheridan & Oakdale, Southbound, Southwest Corner",41.93538253,-87.63946533,0,,1
1076,1076,"Sheridan & Surf","Sheridan & Surf, Southbound, Southwest Corner",41.93418628,-87.63942598,0,,1
1077,1077,"Sheridan & Diversey","Sheridan & Diversey, Southbound, Northwest Corner",41.93301547,-87.63939763,0,,1
1078,1078,"Stockton & Wrightwood","Stockton & Wrightwood, Southbound, Westside of the Street",41.93130399,-87.63903079,0,,1
1079,1079,"Stockton & Roslyn","Stockton & Roslyn, Southbound, Westside of the Street",41.92829248,-87.63900173,0,,1
1080,1080,"Stockton & Arlington","Stockton & Arlington, Southbound, Westside of the Street",41.92648805,-87.63777472,0,,1
1081,1081,"Stockton & Fullerton","Stockton & Fullerton, Southbound, Southwest Corner",41.925476,-87.636161,0,,1
1082,1082,"Stockton & Webster","Stockton & Webster, Southbound, Northwest Corner",41.9221161,-87.63580597,0,,1
1083,1083,"Stockton & Dickens","Stockton & Dickens, Southbound, Northwest Corner",41.92030319,-87.63569104,0,,1
1084,1084,"Stockton & Armitage","Stockton & Armitage, Southbound, Westside of the Street",41.91879483,-87.63463317,0,,1
1085,1085,"Stockton & Lincoln","Stockton & Lincoln, Southbound, Westside of the Street",41.915739,-87.633084,0,,1
1086,1086,"Stockton & LaSalle","Stockton & LaSalle, Southbound, Northwest Corner",41.91361529,-87.63185059,0,,1
1087,1087,"Lake Shore & North Ave","Lake Shore & North Ave, Southbound, Westside of the Street",41.910497,-87.626317,0,,1
1088,1088,"Lake Shore & Burton","Lake Shore & Burton, Southbound, Southwest Corner",41.909342,-87.62624,0,,1
1089,1089,"Lake Shore & Schiller","Lake Shore & Schiller, Southbound, Southwest Corner",41.907565,-87.625782,0,,1
1090,1090,"Lake Shore & Banks","Lake Shore & Banks, Southbound, Southwest Corner",41.906595,-87.625542,0,,1
1091,1091,"Lake Shore & Goethe","Lake Shore & Goethe, Southbound, Southwest Corner",41.905654,-87.62531,0,,1
1092,1092,"Lake Shore & Scott","Lake Shore & Scott, Southbound, Southwest Corner",41.904702,-87.625148,0,,1
1093,1093,"Lake Shore & Division","Lake Shore & Division, Southbound, Southwest Corner",41.903822,-87.625031,0,,1
1094,1094,"Lake Shore & Elm","Lake Shore & Elm, Southbound, Southwest Corner",41.902974,-87.624752,0,,1
1095,1095,"Lake Shore & Cedar","Lake Shore & Cedar, Southbound, Southwest Corner",41.902225,-87.624513,0,,1
1096,1096,"Lake Shore & Oak","Lake Shore & Oak, Southbound, Northwest Corner",41.900947,-87.624284,0,,1
1097,1097,"Michigan & Delaware","Michigan & Delaware, Southbound, Northwest Corner",41.899345,-87.624246,0,,1
1098,1098,"Michigan & Pearson","Michigan & Pearson, Southbound, Northwest Corner",41.897731,-87.624234,0,,1
1100,1100,"Michigan & Erie","Michigan & Erie, Southbound, Northwest Corner",41.894283,-87.624364,0,,1
1101,1101,"Michigan & Ohio","Michigan & Ohio, Southbound, Northwest Corner",41.892691,-87.624328,0,,1
1102,1102,"Michigan & Illinois","Michigan & Illinois, Southbound, Westside of the Street",41.89103227,-87.6242934,0,,1
1103,1103,"Michigan & Hubbard (Wrigley Bldg.)","Michigan & Hubbard (Wrigley Bldg.), Southbound, Southwest Corner",41.889894,-87.624244,0,,1
1104,1104,"Michigan & South Water","Michigan & South Water, Southbound, Northwest Corner",41.88690443,-87.6246806,0,,1
1105,1105,"Michigan & Lake/Randolph","Michigan & Lake/Randolph, Southbound, Westside of the Street",41.885104,-87.624615,0,,1
1106,1106,"Michigan & Washington","Michigan & Washington, Southbound, Northwest Corner",41.883414,-87.624588,0,,1
1107,1107,"Michigan & Madison/Monroe","Michigan & Madison/Monroe, Southbound, Westside of the Street",41.881199,-87.624518,0,,1
1108,1108,"Adams & S. Wacker","Adams & S. Wacker, Westbound, Northeast Corner",41.8794,-87.636542,0,,1
1110,1110,"Michigan & Jackson","Michigan & Jackson, Southbound, Northwest Corner",41.878429,-87.624446,0,,1
1111,1111,"Congress & Wabash","Congress & Wabash, Westbound, Northeast Corner",41.875768,-87.625788,0,,1
1113,1113,"State & Van Buren","State & Van Buren, Northbound, Southeast Corner",41.87684767,-87.62754254,0,,1
1115,1115,"State & Adams","State & Adams, Northbound, Southeast Corner",41.87940141,-87.6276097,0,,1
1117,1117,"State & Madison","State & Madison, Northbound, Southeast Corner",41.881925,-87.627675,0,,1
1119,1119,"Michigan & Randolph","Michigan & Randolph, Northbound, Northeast Corner",41.88468794,-87.62431755,0,,1
1120,1120,"Michigan & South Water","Michigan & South Water, Northbound, Southeast Corner",41.88669974,-87.624384,0,,1
1121,1121,"Michigan & E. Wacker","Michigan & E. Wacker, Northbound, Southeast Corner",41.888076,-87.624425,0,,1
1122,1122,"Michigan & Hubbard (Tribune Bldg.)","Michigan & Hubbard (Tribune Bldg.), Northbound, Southeast Corner",41.890205,-87.623969,0,,1
1123,1123,"Michigan & Grand","Michigan & Grand, Northbound, Eastside of the Street",41.891769,-87.624034,0,,1
1124,1124,"Michigan & Ontario","Michigan & Ontario, Northbound, Southeast Corner",41.893194,-87.624089,0,,1
1125,1125,"Michigan & Huron","Michigan & Huron, Northbound, Southeast Corner",41.894798,-87.624104,0,,1
1126,1126,"Michigan & Chicago","Michigan & Chicago, Northbound, Southeast Corner",41.896535,-87.624133,0,,1
1127,1127,"Michigan & Chestnut","Michigan & Chestnut, Northbound, Southeast Corner",41.898069,-87.62396,0,,1
1128,1128,"Michigan & Delaware/Walton","Michigan & Delaware/Walton, Northbound, Eastside of the Street",41.899435,-87.624004,0,,1
1129,1129,"Michigan & Oak","Michigan & Oak, Northbound, Southeast Corner",41.900644,-87.624008,0,,1
1130,1130,"Lake Shore & Cedar","Lake Shore & Cedar, Northbound, Eastside of the Street",41.90252,-87.624438,0,,1
1131,1131,"Lake Shore & Elm","Lake Shore & Elm, Northbound, Eastside of the Street",41.903302,-87.624696,0,,1
1132,1132,"Lake Shore & Division","Lake Shore & Division, Northbound, Eastside of the Street",41.904191,-87.624966,0,,1
1133,1133,"Lake Shore & Scott","Lake Shore & Scott, Northbound, Eastside of the Street",41.904949,-87.625024,0,,1
1134,1134,"Lake Shore & Goethe","Lake Shore & Goethe, Northbound, Eastside of the Street",41.906062,-87.625267,0,,1
1135,1135,"Lake Shore & Banks","Lake Shore & Banks, Northbound, Eastside of the Street",41.907044,-87.625507,0,,1
1136,1136,"Lake Shore & Schiller","Lake Shore & Schiller, Northbound, Eastside of the Street",41.908064,-87.62576,0,,1
1137,1137,"Lake Shore & Burton","Lake Shore & Burton, Northbound, Eastside of the Street",41.90967549,-87.62606647,0,,1
1138,1138,"Lake Shore & North Ave","Lake Shore & North Ave, Northbound, Eastside of the Street",41.91048649,-87.62611846,0,,1
1139,1139,"Stockton & LaSalle","Stockton & LaSalle, Northbound, Northeast Corner",41.913775,-87.631695,0,,1
1140,1140,"Stockton & Lincoln","Stockton & Lincoln, Northbound, Eastside of the Street",41.91605182,-87.633235,0,,1
1141,1141,"Stockton & Armitage","Stockton & Armitage, Northbound, Eastside of the Street",41.91875007,-87.63439805,0,,1
1142,1142,"Stockton & Dickens","Stockton & Dickens, Northbound, Eastside of the Street",41.92023618,-87.63546921,0,,1
1143,1143,"Stockton & Webster","Stockton & Webster, Northbound, Eastside of the Street",41.92192341,-87.63562557,0,,1
1144,1144,"Stockton & Fullerton","Stockton & Fullerton, Northbound, Southeast Corner",41.9255619,-87.63586982,0,,1
1145,1145,"Stockton & Arlington","Stockton & Arlington, Northbound, Eastside of the Street",41.92663129,-87.63772817,0,,1
1146,1146,"Stockton & Roslyn","Stockton & Roslyn, Northbound, Eastside of the Street",41.92829929,-87.63876726,0,,1
1147,1147,"Stockton & Wrightwood","Stockton & Wrightwood, Northbound, Eastside of the Street",41.93131955,-87.63888361,0,,1
1148,1148,"Sheridan & Diversey","Sheridan & Diversey, Northbound, Northeast Corner",41.93310869,-87.63917427,0,,1
1149,1149,"Sheridan & Surf","Sheridan & Surf, Northbound, Northeast Corner",41.9344958,-87.63925986,0,,1
1150,1150,"Sheridan & Oakdale","Sheridan & Oakdale, Northbound, Northeast Corner",41.935762,-87.639327,0,,1
1151,1151,"Sheridan & Wellington","Sheridan & Wellington, Northbound, Northeast Corner",41.936757,-87.639359,0,,1
1152,1152,"Sheridan & Barry","Sheridan & Barry, Northbound, Northeast Corner",41.93788148,-87.6393989,0,,1
1153,1153,"Sheridan & Briar","Sheridan & Briar, Northbound, Southeast Corner",41.93869424,-87.63942688,0,,1
1154,1154,"Sheridan & Belmont","Sheridan & Belmont, Northbound, Southeast Corner",41.94002509,-87.63950114,0,,1
1155,1155,"Sheridan & Belmont","Sheridan & Belmont, Northbound, Northeast Corner",41.94037175,-87.63947904,0,,1
1156,1156,"Lake Shore & Aldine","Lake Shore & Aldine, Northbound, Eastside of the Street",41.94239795,-87.63989396,0,,1
1157,1157,"Lake Shore & Roscoe","Lake Shore & Roscoe, Northbound, Eastside of the Street",41.94352962,-87.64047498,0,,1
1159,1159,"Lake Shore & Stratford","Lake Shore & Stratford, Northbound, Eastside of the Street",41.94617767,-87.64195152,0,,1
1160,1160,"Lake Shore & Cornelia","Lake Shore & Cornelia, Northbound, Eastside of the Street",41.94681669,-87.64230949,0,,1
1161,1161,"Lake Shore & Brompton","Lake Shore & Brompton, Northbound, Eastside of the Street",41.94779691,-87.64291887,0,,1
1162,1162,"Lake Shore & Addison","Lake Shore & Addison, Northbound, Eastside of the Street",41.94882164,-87.64347358,0,,1
1163,1163,"Lake Shore & Waveland","Lake Shore & Waveland, Northbound, Eastside of the Street",41.95042884,-87.64449132,0,,1
1164,1164,"Lake Shore & W. Sheridan (3900 N)","Lake Shore & W. Sheridan (3900 N), Northwestbound, Southeast Corner",41.95293875,-87.64520143,0,,1
1165,1165,"Sheridan & Pine Grove","Sheridan & Pine Grove, Westbound, Northwest Corner",41.95292594,-87.64804289,0,,1
1166,1166,"Sheridan & Broadway","Sheridan & Broadway, Westbound, Northwest Corner",41.95279391,-87.65005424,0,,1
1167,1167,"Sheridan & Fremont","Sheridan & Fremont, Westbound, Northwest Corner",41.95276268,-87.65234011,0,,1
1168,1168,"Sheridan & Byron","Sheridan & Byron, Northbound, Northeast Corner",41.9528711,-87.65442367,0,,1
1169,1169,"Sheridan & Dakin","Sheridan & Dakin, Northbound, Northeast Corner",41.95381159,-87.65445706,0,,1
1170,1170,"Sheridan & Irving Park","Sheridan & Irving Park, Northbound, Northeast Corner",41.95464582,-87.65447745,0,,1
1171,1171,"Sheridan & Belle Plaine","Sheridan & Belle Plaine, Northbound, Northeast Corner",41.95667487,-87.65453269,0,,1
1173,1173,"4225 N Sheridan","4225 N Sheridan, Northbound, Eastside of the Street",41.95915866,-87.65458848,0,,1
1174,1174,"Sheridan & Broadway/Montrose","Sheridan & Broadway/Montrose, Northbound, Northeast Corner",41.96145576,-87.65466733,0,,1
1175,1175,"Sheridan & Montrose","Sheridan & Montrose, Northbound, Northeast Corner",41.961953,-87.654654,0,,1
1176,1176,"Sheridan & Sunnyside","Sheridan & Sunnyside, Northbound, Northeast Corner",41.963777,-87.654687,0,,1
1177,1177,"Sheridan & Wilson","Sheridan & Wilson, Northbound, Southeast Corner",41.965341,-87.65471,0,,1
1178,1178,"Sheridan & Leland","Sheridan & Leland, Northbound, Southeast Corner",41.967182,-87.654733,0,,1
1179,1179,"Sheridan & Lawrence","Sheridan & Lawrence, Northbound, Northeast Corner",41.96924989,-87.65475359,0,,1
1180,1180,"Sheridan & Gunnison","Sheridan & Gunnison, Northbound, Northeast Corner",41.97025928,-87.65477843,0,,1
1181,1181,"Sheridan & Ainslie","Sheridan & Ainslie, Northbound, Northeast Corner",41.971745,-87.654808,0,,1
1182,1182,"Sheridan & Argyle","Sheridan & Argyle, Northbound, Northeast Corner",41.973476,-87.65485,0,,1
1183,1183,"Sheridan & Winona","Sheridan & Winona, Northbound, Northeast Corner",41.975451,-87.654897,0,,1
1184,1184,"Sheridan & Foster","Sheridan & Foster, Northbound, Northeast Corner",41.97662,-87.654896,0,,1
1185,1185,"Sheridan & Berwyn","Sheridan & Berwyn, Northbound, Eastside of the Street",41.97820206,-87.65493189,0,,1
1186,1186,"Sheridan & Balmoral","Sheridan & Balmoral, Northbound, Eastside of the Street",41.980103,-87.655019,0,,1
1187,1187,"Sheridan & Catalpa","Sheridan & Catalpa, Northbound, Eastside of the Street",41.981793,-87.655074,0,,1
1188,1188,"Sheridan & Bryn Mawr","Sheridan & Bryn Mawr, Northbound, Southeast Corner",41.983594,-87.655113,0,,1
1189,1189,"Sheridan & Hollywood","Sheridan & Hollywood, Northbound, Southeast Corner",41.985434,-87.655171,0,,1
1190,1190,"Sheridan & Ardmore","Sheridan & Ardmore, Northbound, Northeast Corner",41.98752,-87.655223,0,,1
1191,1191,"Sheridan & Thorndale","Sheridan & Thorndale, Northbound, Northeast Corner",41.990272,-87.655308,0,,1
1192,1192,"Sheridan & Glenlake","Sheridan & Glenlake, Northbound, Northeast Corner",41.992523,-87.655378,0,,1
1198,1198,"Sheridan & Granville","Sheridan & Granville, Northbound, Northeast Corner",41.994775,-87.655447,0,,1
1199,1199,"Sheridan & Rosemont","Sheridan & Rosemont, Northbound, Northeast Corner",41.996592,-87.655503,0,,1
1200,1200,"Sheridan & Kenmore","Sheridan & Kenmore, Westbound, Northeast Corner",41.99833161,-87.65693556,0,,1
1201,1201,"Sheridan & Winthrop","Sheridan & Winthrop, Westbound, Northeast Corner",41.99827386,-87.65834886,0,,1
1203,1203,"Sheridan & Arthur (Red Line)","Sheridan & Arthur (Red Line), Northbound, Eastside of the Street",42.00038209,-87.66060059,0,,1
1204,1204,"Sheridan & Loyola","Sheridan & Loyola, Northbound, Northeast Corner",42.001702,-87.660658,0,,1
1206,1206,"Sheridan & North Shore","Sheridan & North Shore, Northbound, Northeast Corner",42.003871,-87.66071682,0,,1
1208,1208,"Sheridan & Pratt","Sheridan & Pratt, Northbound, Northeast Corner",42.00572,-87.660848,0,,1
1209,1209,"Sheridan & Farwell","Sheridan & Farwell, Northbound, Northeast Corner",42.006922,-87.661218,0,,1
1210,1210,"Sheridan & Morse","Sheridan & Morse, Northbound, Northeast Corner",42.008133,-87.661598,0,,1
1211,1211,"Sheridan & Lunt","Sheridan & Lunt, Northbound, Northeast Corner",42.009358,-87.661995,0,,1
1212,1212,"Sheridan & Greenleaf","Sheridan & Greenleaf, Northbound, Northeast Corner",42.010572,-87.662412,0,,1
1213,1213,"Sheridan & Estes","Sheridan & Estes, Northbound, Eastside of the Street",42.01166,-87.662803,0,,1
1214,1214,"Sheridan & Touhy","Sheridan & Touhy, Northbound, Northeast Corner",42.013005,-87.663375,0,,1
1215,1215,"Sheridan & Chase","Sheridan & Chase, Northbound, Northeast Corner",42.014113,-87.663994,0,,1
1216,1216,"Sheridan & Sherwin","Sheridan & Sherwin, Northbound, Northeast Corner",42.01520955,-87.66467448,0,,1
1217,1217,"Sheridan & Jarvis","Sheridan & Jarvis, Northbound, Northeast Corner",42.016268,-87.665018,0,,1
1220,1220,"Howard & Sheridan","Howard & Sheridan, Westbound, Northwest Corner",42.01930539,-87.6663015,0,,1
1224,1224,"Fullerton & Halsted","Fullerton & Halsted, Westbound, Northwest Corner",41.92551461,-87.64942757,0,,1
1225,1225,"Fullerton Red/Brown/Purple Line Station","Fullerton Red/Brown/Purple Line Station, Westbound, Northside of the Street",41.92545583,-87.65277085,0,,1
1227,1227,"Fullerton & Racine","Fullerton & Racine, Westbound, Northeast Corner",41.925372,-87.658338,0,,1
1228,1228,"Fullerton & Surrey Court","Fullerton & Surrey Court, Westbound, Northeast Corner",41.925326,-87.660272,0,,1
1233,1233,"Fullerton & Riverfront Mall (1800 W)","Fullerton & Riverfront Mall (1800 W), Westbound, Northwest Corner",41.92518646,-87.67266323,0,,1
1236,1236,"Fullerton & Damen","Fullerton & Damen, Westbound, Northwest Corner",41.92510902,-87.67817102,0,,1
1238,1238,"Fullerton & Oakley","Fullerton & Oakley, Westbound, Northeast Corner",41.92497379,-87.68511905,0,,1
1240,1240,"Fullerton & Campbell","Fullerton & Campbell, Westbound, Northeast Corner",41.92495903,-87.68999056,0,,1
1241,1241,"Fullerton & Rockwell","Fullerton & Rockwell, Westbound, Northeast Corner",41.92496134,-87.69237395,0,,1
1242,1242,"Fullerton & Washtenaw","Fullerton & Washtenaw, Westbound, Northeast Corner",41.92489381,-87.69485385,0,,1
1243,1243,"Fullerton & California","Fullerton & California, Westbound, Northeast Corner",41.92491773,-87.6972578,0,,1
1246,1246,"Fullerton & Albany","Fullerton & Albany, Westbound, Northeast Corner",41.92481938,-87.70440387,0,,1
1248,1248,"Fullerton & Kedzie","Fullerton & Kedzie, Westbound, Northwest Corner",41.92485644,-87.70764324,0,,1
1249,1249,"Fullerton & Spaulding","Fullerton & Spaulding, Westbound, Northeast Corner",41.92476874,-87.71054668,0,,1
1250,1250,"Fullerton & Kimball","Fullerton & Kimball, Westbound, Northeast Corner",41.92478637,-87.71186757,0,,1
1251,1251,"Fullerton & St. Louis","Fullerton & St. Louis, Westbound, Northeast Corner",41.92470114,-87.71422972,0,,1
1252,1252,"Fullerton & Central Park","Fullerton & Central Park, Westbound, Northeast Corner",41.92468538,-87.71686388,0,,1
1253,1253,"Fullerton & Lawndale","Fullerton & Lawndale, Westbound, Northeast Corner",41.92468537,-87.71936289,0,,1
1255,1255,"Fullerton & Hamlin","Fullerton & Hamlin, Westbound, Northeast Corner",41.9246511,-87.72190277,0,,1
1256,1256,"Fullerton & Springfield","Fullerton & Springfield, Westbound, Northeast Corner",41.92457117,-87.72419802,0,,1
1257,1257,"Fullerton & Pulaski","Fullerton & Pulaski, Westbound, Northeast Corner",41.92459714,-87.72659003,0,,1
